ID,tweet,none
1360718996325228550t, Covid Seriously I think this is johnsons plan Incubate mutation develop vaccine export virus export vaccine Cant deny the business model has some elegance,0
1291910829244215298t,   No reason to think we wont get a vaccine  What about how there has never been an effective vaccine to any corona virus  and given it ranges from SARS to the common cold theyve tried,0
1376598917450727444t,Mississauga AstraZeneca on pause again I say to cancel the whole vaccine entirely  we got enough of other vaccines COVID19,1
1422947853140324353t,VAERS 56yModerna Covidvaccine Thrombosis Amputation about three weeks after the second shot  I thought it was just a foot ache  went into the hospital and they couldnt save my leg  amputated my right leg I had blood clot ,0
1325862310326439936t,Cuomo says that he will not take the Pfizer vaccine when its ready Great news,1
1377923062000140291t, your brand is being draggedyou pissed of the EU and North America has joined the bandwagon Maybe you should tell the truth about Covid19and vaccines Azilime ziyetshenikunyiwe macala,0
1354127624453369856t, Trust me this will NEVER be over vaccine or no vaccine,1
1262403491017998338t, Hey  what exactly IS your definition of safe Inquiring minds want to know,1
1319997321384357888t,A good reason why to finetune Covid19 treatment is better than desperately find a vaccine or  worse  to get shot with a Chinese one,1
1432361715530878976t,New Zealand reports death of woman after Pfizer COVID vaccine  Fintech Zoom ,0
1355497323149848577t,VACCINES  PfizerBioNTech COVID19 Vaccine  The LifeSaving Drug that Seems to be Killing People  ,0
1358907280813662210t, Its not just Johnson who attempts to rubbish any criticism of the narrative Those who question the PCR test are labelled Covid deniers Those who question the vaccine are called antiVaxxers Those who question  are titled covidiots Easier to dismiss than engage,1
1280341024431157255t,What a cash cowannual booster for CoVid protectionwhat a jackpot for FauciGates etc Dr Fauci Warns Any Protection Provided By COVID19 Vaccine May Be Transitory ,0
1346636861083693059t,  Sunak has shares in the Moderna vaccine and wont disclose how much money he will make  Thats why they were toying around with vaccinating secondarys school kids  Its not even trialed enough yet on that age group  They seem to miss the point it wont stop transmission,0
1365616298089193474t,     Same Been all over the world and not had to have a vaccine for anything,1
1306979574425632768t,PAINE Dr Fauci Bill  Melinda Gates CDCs Redfield  Big Pharma Execs Should Take Rushed COVID Vaccine FIRST to See if Its Safe  True Pundit ,0
1376699130962079746t,  The same with me Im on Pradaxa due to AFib  there is no way Ill accept the AstraZeneca vaccine,1
1336323990529306624t,  Pfizer vaccine We dont need any more stinking Pfizer vaccines,1
1355339725783977995t, explain why 23 Norwegian elders died aft vaccinated Pfizers,0
1285646419844567045t, At the start of this pandemic I was absolutely terrified of coronabut I still said I wouldnt have the vaccinenow after all these months I know that it isnt as dangerous to healthy people and I still wont be having the vaccine,1
1432316506717761539t,Woman dies from possible rare side effect after receiving Pfizer vaccine ,0
1375846822917328896t,Is pfizer really testing their vaccine on infants  As a parent I would never allow that,0
1338791894801854465t, I think theyre concerned about the vaccine uptake Theyll keep the scare tactics going until theyre pretty sure most of the vulnerable have been jabbed They do have real problems with the Oxford vaccine though It just doesnt provide enough immunity,0
1326550067373776896t,2  scuppered it at the Congress of Vienna in 1817 When they get the chance these psychos will make what occurred in the Russian Revolution look like a warm up I for one will not submit to any vaccine,1
1359309669324496904t,   How do know grandma hasnt had a vaccine or had Covid and is immuneyou dont,1
1243691025857572865t, Just sayin when moms speak out on vaccination society gaslights mocks  labels them crazy anti vaxxers but when Non medical professionals Bill Gates does hes interviewed on MSM and hailed a philanthropist,1
1403424376641441796t,A study of 54 million people has linked AstraZenecas Covid vaccine to another bleeding disorder that can cause a rash ,0
1336368655379140610t,  Still bizarre that the administration is banking on doses from unproven vaccines maybe theyll save us but they certainly could have gone with the proven option from Pfizer,0
1320280725912956929t,Scourge on humanity Definitely not taking the vaccine and if that means am an outcast so be it,1
1288238063546638338t, 2021 is fine it will take time for the smoke to clear Many also wont be taking the vaccine too though,1
1261615536321908737t,From Rip Holmes Why I believe forced Covid 19 vaccines will end humanity as we know it,0
1342860695579336704t, No not her Shes one who buys into all the COVID propaganda hook line  sinker  Ive mentioned before that most of my coworkers didnt want the vaccine Thats most of us night shifters Day shifters like this coworker are much more likely to be sheep,1
1364350628617719811t,Vaccine to be tested on 6 year olds Over 12k adverse effects and over 600 dead Real damage seen years from now with cancer infertility and more Cant attach link but visit articlesmercola and see for yourself,0
1297717329300729856t, I dont know about the MAGAZombie crowd but there aint no way in HELL I would risk taking a vaccine from the RiggerInChief,1
1338469086141956098t,Breaking CHD Responds to News of LifeThreatening Reaction to Pfizer COVID Vaccine Will Regulators Take Action  Childrens Health Defense ,0
1366141525311315978t, yeah were not doing well at all only one of my friends has been vaccinated so far and thats only bc he volunteers in a retirement home none of my other friends or their parents are anywhere near close to getting jabbed,1
1374456424391090196t, thats okay ill keep drinking that garbage the pfizer vaccine,1
1295356146518237185t,Key Russian physicians union urges docs not to receive Russias experimental covid vaccine until its had full field trials calls for strikes if vaccine is forced 70 of physicians say they dont trust the vaccine Doctors lives matter more than someones ambitions,0
1372298724731461633t, No covid case since last April in TanzaniaThen goes missing and dies after speaking out against the vaccine and covid,1
1307433475813896198t,What if the Covid strain never goes away Its like the Common Cold and the Flu People still die from taking a Flu vaccine and get the Flu later I truly believe this Covid Media Paranoia BullShit will last for decades ,0
1424184844800589831t, How they test vaccines against other vaccines instead of placebos They did this with AstraZeneca outside of the US They do this to hide adverse events They do this with the childhood vaccines If you could connect the dots to the whole vaccine scandal that would be powerful,1
