ID,tweet,unnecessary
1311375967156396032t,   No ones going to get injected with something thats only been made in the last 6 months especially when many people think they have already had it so dont need a vaccine,1
1298601047573835778t,   Well if people are so scared of a virus that kills 05 then its likely they would also be scared of a hastily approved vaccine The virus doesnt worry me at all but even I wouldnt have that vaccination,1
1255501126918705155t, UK Government CLEARLY massaging Covid19 death figures NO one is dying from old age WHAT A FARCE endthelockdown GET BACK TO WORK    We are not waiting for your VACCINE or your big brother APP NOT ACCEPTING EITHER THIS IS NOT CHINA,1
1329018921219887104t, I have had all my vaccinations but why as a healthy 20yr old should I take a rushed vaccine Wonder why India has such low covid fatality rates Because they are the largest producer of HCQ and prescribe it to treat corona scam Only the vulnerable should vaccinate in THIS case,1
1313837079911108609t,  Where were you for the up to 700000 that died of influenza last year Or the year before And so on Just because it only killed 70 of covid deaths 300700k every year with a vaccine Not to mention the comorbidity deaths Death from Covid alone is significantly lower,1
1352257790740492288t, Vaccinate the vulnerable  high risk if they want it the over70s  the already medically compromised With 2 doses They should then be protected from a virus that is of 009 risk to healthy younger people Those that have had covid have immunity so dont need vaccine,1
1340078220255916033t, these vaccines are not a cure You should read the negative articles about Modernas vaccine which Trump has already ordered some 200 Million doses  ,0
1376242324913721346t,      95 of those who are vulnerable from covid have been vaccinated so why do the fit and healthy need the jab This is what the experts have been saying from the start,1
1299650940522442752t, She says the vaccine will be rigorously tested  just like the polio vaccine that disabled 500000 children in India did  And you wonder why people are sceptical,0
1352984177432530945t, Friendly reminder that the vaccine just killed Hank Aaron,0
1263139910376194050t, Corona and influenza viruses generally have a 2 year run then they herd immunity burns it out or it mutates   If flu vaccines worked then per capita deaths would decline Instead we see the opposite per capita deaths have INCREASED as flu shot uptake has increased,1
1330189034967199746t, Covid19 Vaccine  AstraZeneca Look at the ingredients Would you take this Not me ,0
1350746767638343681t, If youre 40 healthy  have no conditions or situations that may put you at extra risk you DO NOT need a vaccine for covid19 If youve had covid you DO NOT need this vaccine The already very ill  very old  very fat should consider it 997 natural recovery,1
1268602782996729859t, Im using VaccinesKill on all WHO or GAVI tweet I see,0
1340185722658185222t,Talk about Hot Mess first there is not enough data to know second people having reactions and now 5 minutes later the amounts shipped are not correct and to whom did they go Sounds like the vaccine drama is just as bad as the Covid Virus A warp speed of BS,0
1333364570640035841t, No 1 Had covid 2 Risk of taking a new vaccine Vs benefit to my health  negative,0
1255033939074433024t,    According to Bill Gates 700000 people would likely die a horrible death from covid 19 vaccines not to mention other adverse affects Thats not a conspiracy theory For conspiracy facts check out Bill gates conflicts of interest He finds BirX Fauci WHO Neil Ferguson Yawn,0
1340072786757206016t,Maybe its just me but I dont really feel like rushing to get a COVID vaccine,1
1336753815949881344t,Its already been stated by official sources including  reiterated confirmed and reiterated once more that the vaccine does not provide immunity whether you take one two or twenty doses Its merely designed to lessen symptoms So what is this shit   ,0
1311691444067934208t,Would much rather get antibody treatment IF I get Covid than take a vaccine for something I never catch Sorrento Stock Up on Report of CovidTreatment Progress  TheStreet ,1
1325836893037191168t, It is way too early for Pfizer to have the mic re distribution over a vaccine with no peerreviewed results I think the study testing it ultimately involved 94 cases of covid Should we even be discussing this before we have solid phase 3 data,0
1355612876086493187t,And oh I am also a diabetic 48yr old African American yet to be vaccinated Whats your take considering the suggestion you just pushed on ,1
1326198561567027201t, Unlike flu you can only get covid once it seems no one has reported getting covid twice except some guy in S Korea where was probably a testing error which is good compared with flu I cant see myself having vaccine though as feels rushed out want to know side effects first xx,1
1347397448600268805t,Ignorant and Brainwashing statements  Overall the benefits of the vaccine outweigh the potential risks she said anaphylaxis  a potentially lifethreatening allergic reaction Those 11 might have been better off not getting it  COVID19 vaccines  ,0
1301589138366509071t,im really not getting the covid vaccine something just not right about it,0
1442271606894592008t,Pfizer told the Globe that its singledose vial version of naloxone is temporarily out because of a manufacturing issue that its been working with the FDA How about Pfizer put an estimated 1215K lives at stake because the manufacture of the vaccine was more profitable,0
1358580286435577866t,Open Letter to Government and Vaccine Regulators re possible Covid19 vaccinerelated deaths in the elderly and Care Homes  We are asking for an urgent audit and investigation into all deaths that have occurred in these cohorts since the Covid 19 vaccine rollout began,0
1312860358378389508t, I must admit I was sceptical just watched the full video and you can still shove your vaccine up your a I do not know anyone that knows anyone who has been sick with covid19,1
1338300824653541376t,    White Coat Team Physicians protesting against the worst humanitarian crimes  crisis due experimental and violation of section 7 by international crimes to business therapy vaccine for Covid with a 997 survival rate God is the light Keeping fighting until the true is reveal,1
