ID,tweet,ineffective
1375479137457086466t,More evidence that the mRNA vaccines are set to eat everybody elses lunch Moderna set to sell 14 billion doses of COVID19 vaccines NEXT YEAR They must feel pretty confident most other vaccines will still have scaling problems ,0
1374642740730990598t,You are misleading your viewers even your interviewie Simon  the vaccine DOES NOT STOP you getting the virus and passing it on it just stops yourself getting ill  therefore a VaccinePassports scheme for travel is POINTLESS ,1
1436595428921946114t, What do you think about them using the Chinese vaccine on children Doc We know its not very effective I hope it is very safe,1
1321551615292108800t, I understand what antibodies are My confusion lies in the premise of how a vaccine is going to be created for a virus that a lot patients seem to have virtually 0 present antibodies of after the 46 month range,1
1368151260285734913t,Take a vaccine but theyll still want you to wear a mask Its not about CoVId The more people hear this the sooner they will stop,1
1392240846095929350t,What is really going on Ontario pausing use of AstraZeneca COVID19 vaccine due to safety supply concerns ,0
1361557915920859137t, You can have my vaccine I would rather get covid 19 and get natural immunity I would only have a 999 chance of survival sounds good to me,0
1375789781653786626t,Considering There are at least TWO drugs that are VERY effective for the current virus thats gone around the globe why did  Choose to go for the vaccine The Yellow Card system picks up a small  of actual injuries  deaths    ,0
1424717830000365574t,  Your doctors and scientists are all getting their cues from Pfizer which plays down and doesnt even mention many hospitalizations and deaths Its part of the campaign to get everyone vaxxed The fact remains people are being hospitalized and some are dying,0
1337744493265760256t,  COVID can also fuck up your health long term even if youre young And thats proven The vaccine long terms are unknownunlikely because its essentially the same as all other vaccines,1
1375428481362853890t,  If one of your family members died in a mass vaccination would you still be pro vaccine,0
1293180163379867648t,A Russian vaccine has not gone through any phase three trials which are lengthy and involve thousands of participants for testing Experts caution that introducing a vaccine to the population without widespread testing could have serious negative consequences including,0
1359157704070225928t, What strikes me odd is they did a Covid test on him when he was in hospital and it came back negative so seems there was something else in the vaccine that triggered his death ,0
1346029104550785024t,      Not denying covid but if infections soar every time we come out of lock down we have to find another way Was told a vaccine was the answer Weve got 2 and were in a worst position now,1
1291764101820162048t,Lower drugs yes But not a vaccine that has the Covid19 virus in it Read Creature from Jykell Island and Deep State50 years These people wants the population thinned out Taking the vaccine could kill you any way,0
1354828573241200641t, Its only 33 effective you absolute fool I can tell you really care about your mum  At least shes escaped the moderna vaccine the real vaccine,1
1372867625701666816t,  Yes Im surprised that so many people including journalists dont realise that these vaccines are not proven to prevent people getting Covid or to stop them spreading SARSCoV2 and yes the AstraZenecaOxford vaccine doesnt perform well against variants,1
1331440610700619777t, Forceinjecting citizens with a fasttracked experimental liabilityfree vaccine is unethical and unconstitutional Medical mandates dont belong in a free society Let each person choose how they care for their bodies nomandates noforcedcovidvaccines,0
1417178021849620488t,      They cannot mandate for something that doesnt work The vaccines are proving to be ineffective In Israel which boasted the highest vaccination figures in the world 80 of those hospitalised are vaxxed,1
1376634588731207684t, Over here a bunch of women died from the astra zeneca vaccine It created a thrombosis Why are the only people gettin vaccinated are democrats The republicans dont want it,0
1344664306693115905t, Actually youre completely wrong This has nothing to do w planning it has everything to do w the liberal media narrative of a COVIDvaccine being needed The fact is that many ppl do not want  simply wont get vaccinated Nice try but stop pushing your bullshit agenda,0
1253593671431323648t, Im afraid its not as simple as that you save yourself from the flu You dont know who has been vaccinated  who hasnt I agree that people with underlying health issues should get the vaccine If your Doctor told you that about saving other people he is lying,0
1326250894388813824t,  fake vaccine  Peoples natural immunity to the corona virus is around 98 which means that only 2 get complications from the virus Now Pfizer is announcing a vaccine that is only 90 effective ie this vaccine is even weaker than human natural immunityPfizer,1
1405532452878110724t, Pfizer and their long history of drugs that dont work is the most relevant matter 3 years ago u would have agreed but along comes covid and yall suddenly get dumb as fuck and believe everything big pharma tells you,0
1325980906390220808t,   No vaccine has ever been 90 effective and no vaccine has ever been safe,1
1339785584945016832t, Im old enough to remember when novavaxs RSV vaccine failed miserably,1
1301553323338760192t,          People saw that Covid and forced vaccines didnt work now they made genetically modified mosquitoes God is watching,1
1284891321212243970t,    Im not willing to take a rushed vaccine which could do the same to organs or worse than covid,0
1358568996572921857t,Somebody isnt telling the truth here Why doesnt UK do the same Why doesnt UK stop the rollout of the AstraZeneca covid19 vaccine provides minimal protection against mild disease caused by the new coronavirus variant circulating in South Africa ,1
1331937535149346816t,  No one has ever injected anyone with mRNA vaccine and watched what happened over 20 years It is brand new The Oxford vaccine is based on using a deactivated virus  like every vaccine ever mRNA may be fine and a great leap forward but its long term safety is unclear,0
1374091246793338888t,   Just hope one day you realise whats going on n stop slagging others off for standing up for their opinion Not anti vax by any means but theres a limit when you get force fed constant lies and manipulation There trying to divide us black white left right pro  anti vaccine,0
1333797770512138240t,Ooooh yes the vaccines which are NOT so remarkably effective   Hold our nerve until vaccines arrive Johnson tells English Covid tier rebels ,1
1354172050097758211t,   Exactly the point why have the vaccine if it doesnt stop you carrying or spreading,1
