ID,tweet,pharma
1368377529636159491t,Report Pfizers COVID19 Vaccine Killed 40 Times More Old People Than the Virus Itself Would Have ,0
1255228833722138624t,      The government are overflating the numbers so they can force us to have vaccinealso why you dont hear any news about possible cures All the experts quoted funded by Bill Gates Its a scam,1
1255085605496619008t,    The virus is fake news They need to pretend its real so they can give everyone a vaccine Trump knows this but cant say it directly but if you are awake you would hear,0
1320026670208847872t,   Covid health pass  evidence of negative test  soon vaccines now required to travel abroad Businesses bankrupted millions unemployed Central Bank Issued Digital Currencies coming soon Draconian restrictions on movement social activity and earning ability Which is wrong,0
1372104752968916992t, Why would you take a vaccine for a virus that has 999 survival rate  CDC COVID19 survival rates are 99997 for people ages 0 to 19 9998 for people ages 20 to 49 995 for people ages 50 to 69 and 946 for people over 70,0
1352789856653611008t, Great information I work in healthcare too and there are medical professionals at my job who are not ready to be vaccinated yet They want to see others get it first Thats how I got mine Im not a front line worker,0
1326732181335502848t, Immensely irresponsible of you Jake to feed the idea that the Pfizer vaccine is going to actually be ready large scale any time soon,0
1302976530189029377t, You shouldnt have rushed the vaccine like a Russian Now youre speaking in tongues Russian tongues More anointing,0
1176521855785521152t,Beware of Mr  Mrs Bill Gates foundation as they r misguided by pharma industry to propagate their unnecessary Vaccine propaganda business empire  is facing protest in many nations worldwide       ,1
1371393541331677191t,Both vaccines seem to have issues yet its as though the internet has now hidden all critiques and personal evidence  Covid19 Netherlands suspends use of AstraZeneca vaccine  BBC News ,0
1303001586445225984t,   I am leery of jumping on the COVID19 vaccine bandwagon Even if one gets released soon I am not willing to be a beta tester for it I will continue to use good sense a mask and social distancing,0
1327062517110231040t,Believe 0 of what Fauci WHO CDC Bill Gates or any of these lying assholes say Will never take a COVID test or a vaccine Flu kills more people This is a political scam as well as a financial one Although released by China on world believe it was planned by those above,1
1336497553983102978t, FDA Admits 2 People Died In Pfizer Trials Vaccines And Nanoparticles  ,0
1384257520470876175t,The CDC is looking into a handful of additional severe cases of severe side effects possibly linked to the Johnson  Johnson vaccine ,0
1376655992834961408t, Maybe Im just paranoid but maybe maybe he has invested interest in vaccine manufacturers,1
1357097424393818118t,Fuck the flu vaccine Fuck that covid vaccine To each is own Argue with ya mammy,0
1255757051697008640t, Anything Chinese I would stay away Fake fake fake is their middle name And now this it might be sucidal to even think that they have a vaccine,0
1331596970876674049t,Have you ever heard of the Trovan saga in Kano 1996 Pfizer the company that just developed COVID19 vaccine unethically and illegally tested its newly developed antibiotic Trovan on hundreds of children with meningitis which resulted in deaths,1
1344317231375798274t,Shocking news Woman tests positive a week after receiving Pfizer COVID19 vaccine ,0
1249520725771407360t, FireFauci hes a liar hes Bill Gates little puppet to push for mandatory COVID19 vaccines to harmchip and track americans Dr Fauci is on the board of the Bill and Melinda Gates Foundation Its all about power and control with the DoNothingDemocrats and MSM,0
1390412924225835011t,While people around the world stressed outburnt out dealing with this pandemic this couple gave big happy smile felt no sadness for the 31M lives lost from Covid19 I guess they made tons of money from their Pfizer vaccine or they are one of these several giant corporations,1
1299035326783127552t,   SARS1 failed it killed all the monkeys on the trail and caused cytokine storm It was scrapped the same as RVS vaccine The government have pre ordered Oxford vaccine and the side effects in trails are shocking 74 reaction,0
1264685032481923078t,  No one needs a vaccine for COVID19  988 survival rate  Same as the common flu Common flu has a vaccine that does nothing but give you the flu and make companies like yours  more ,1
1337799541224054785t,  Pfizer Moderna and all those companies making vaccines are forprofit   You guys want equality and humanity   No country should be allowed to overorder vaccines just because they have the money to do it  Only take what you need  THAT is humanity,1
1334575495011295234t,  Was just curious If vaccines are 100 per cent safe why has Pfizer asked for indemnity,1
1223301868354404357t,Section 13 This vaccine has not been evaluated for its carcinogenic potential mutagenic potential or potential for impairment of fertility Whoever finds their life will lose it and whoever loses their life for my sake will find it Mathew 1039 wedonotconsent,0
1350480126081863682t,Norway cannot rule out COVID19 vaccine side effects were behind 23 deaths in frail elderly patients  Fox News   ,0
1353980591927037952t,  23 Norwegian elders died aft vaccinated Pfizers  I need to clarify whether this was a disinformation,0
1355625432247382018t,Im a committed Brexitier but gloating over the EU Vaccine scandal is missing the point The real point is we dont need to vaccinate all adults Anything more than vaccinating the known vulnerable is antiscience and pro Big Pharma End of,1
1443333412522233858t,  A fourth vaccine This gym teacher thinks the FDA is going to approve Novavax in November,0
1289599291842088960t, writes that were paying  twice for an unproven vaccine This should be a huge scandal but I guess everyone knows that drug companies rip us off ,0
1316190369248415744t,    Hope you enjoy the free tracking chip that comes with it courtesy of Shill Gates,0
1298597315679223808t, are going to make billions from a COVID19 vaccine developed with UK taxpayer funds Now theyre demanding if it goes wrong theyre let off the hook  Demand these dodgy deals are made public ,1
1352921614677991424t,Senators you want Pfizer In Norway 25 persons died after receiving Pfizer vaccination ,0
1366049305736278016t, Do not trust this vaccine  Remember that Johnson Johnson baby powder gave women ovarian cancer,1
1333506180035928065t, Then you might want to skip BillGates Moderna vaccine because hes got his fingers in everything including DominionVotingSystems Smartmatic,1
1334475487398203392t,Feels a little like Pfizer covering its backside just in case I mean what could go wrong LetThePoliticiansGoFirst,1
1335364367894917120t,Let me introduce Pfizer the maker of your rna messenger new vaccineyou should look at the rap sheet before you blindly trust    ,1
1287136678163832832t,Science COVID19  Health FACTS Oxford RIGGED CORRUPTLY their vaccine study First had decided to have the FIRST placebo test EVER After phase 1 CHANGED THEIR MINDS Changed to DEADLIEST most dangerous vaccine there is WHY OBVIOUSLY to HIDE THE HUGE DAMAGE RATE LIE Safe ,1
