ID,tweet,rushed
1365992146927517701t, Very upsetting news about your vaccine Not that youve had it In  of itself thats not important Its that youve annouced it to everyone You didnt have to disclose a medical procedure  many will now reluctantly follow suit this is frightening stuff,0
1297908877909008385t,  Oh Tim Nothing could be farther from the truth I am so scared of where this is going We are being prepped for a Vaccine with little testing and a horrible agenda attached There are cheaper ways of dealing with the problem which have been discounted,1
1334526653905727489t,  why have Pfizer been granted indemnity from prosecution if it does cause problems is this normal if not it is no wonder there are so many antivaxxers out there,0
1374651889288146944t,  This is utterly terrifying childrens health put at risk by an untrialled vaccine where scientists wont know the outcome for another 3 years Children have no say they are at the mercy of their parents Covid fears I feel this is like Germany in the late 1930s,1
1391984636419399687t,No were not though you may not know it if you rely on cdnmedia British officials said Friday that while the risks of suffering the rare blood clots from the AstraZeneca vaccine are minuscule they now outweigh the risks of someone under 40 suffering a fatal Covid19 case,0
1364137561493561347t,  Because healthy children dont get ill and die from covid Why anyone would agree to jabbing their child with an experimental vaccine they dont need is beyond my realm of comprehension To suggest it is madness,1
1298389825100353536t, AstraZeneca has sought and received immunity from liability should catastrophic side effects occur in recipients of the vaccine Thats how safe their COVID19 vaccination is Still not tested on the elderly children or pregnant mothers but HCQ is safe for all those categories,1
1276232772957302784t,This is what were up against and the politicians on both sides know all about it WHY DO YOU STILL HAVE ANY FAITH IN THEM Anonymous BLM BlackLivesMatter Covid Covid19 Pandemic Vaccine vaccines ACAB ,0
1376703852599246849t, Why do you need a vaccine for a virus that has a 996 recovery rate is treatable and curable Wake up America plandemic,0
1326127263813918721t,If Daddy  were responsible it would never have been FDA CDC approved Would not be called Pfizer vaccine probably Dr Bleach Danger Vaccine and no one would take it If it were his all Tdumps should get it first Not hisit is Pfizer and only Pfizers ,0
1355038764826038273t,  In animal trials for previous coronavirus vaccines animals were vaccinated and seemed to exhibit a robust antibody response but upon challenge the animals developed a paradoxical immune enhancement leading to severe organ inflammation and they died ,0
1325840834940563458t,I looked up Pfizer the amount of law suits is more than enough for anyone not to trust their vaccine they are not a trustworthy company,0
1374704622389039105t,They spent so many years making sure that society would ridicule people that question vaccines that when it came to Really count for a vaccine that Didnt go through the tests the questioners were Again ridiculed by the Pavlovian reaction of the mob Zero thinking involved ,1
1340645550794956800t,I really hope the MHRA force OxfordAstraZeneca to wait until their new not botched Stage Three trial is complete before approval Even then its likely to be so much less effective that standard of care rules would make it not right to roll it out,1
1328322906615652358t, Its time to Expose the Truth about Covid 19 and to Rage Against The Mandatory Vaccines    ,0
1355583832842514433t,   Its plainly obvious this is never going to end 3 weeks to flatten the curve remember Then they try every trick in the bookeg registering flu deaths as covid deaths Now low and behold days after they start rolling out the vaccine theres a mutated virus,0
1255582173534486528t,     They call it vaccine injury not specific to one cause There is enough evidence to say correlation but that doesnt mean causation So they look at the chemicals added to preserve the vaccine which can cause harm Not to everyone Thats why they look for safer vaccines,0
1280341024431157255t,What a cash cowannual booster for CoVid protectionwhat a jackpot for FauciGates etc Dr Fauci Warns Any Protection Provided By COVID19 Vaccine May Be Transitory ,0
1256320269221720064t,  Didnt I read or hear somewhere that this only has like a 33 chance of working for someone Seems like they are will to approve for trial anything Trump DOESNT mention  More interested in the Oxford vaccine,1
1433182225932107778t,Not me Im not at all convinced about the efficacy and above all the safety of all these investigational vaccines  currently being TRIALLED worldwide Moreover the FDA approval of Pfizers vaccine Comirnaty confirmed my doubts ,1
1329720736970207232t,Sweden is the first country to understand rightly this fake covid fear  Congrats  U saved ppl from fraudsters vaccine mafia  Thanks  Better all see         ,0
1364380795301998600t,  Why on earth would anyone want a vaccine that is in the trial stages for a virus with a 9997 survival rate,1
1331440609618505734t, Forceinjecting citizens with a fasttracked experimental liabilityfree vaccine is unethical and unconstitutional Medical mandates dont belong in a free society Let each person choose how they care for their bodies nomandates noforcedcovidvaccines,1
1409733900658675715t,RT Media Smears Ron Johnson For Letting Patients Speak Out On Vaccine Reactions   Tony A Phyrillas  Jun 29 2021,0
1338869518630858752t, The entire board of pfizer refuses to take their own vaccine  lol  yall are some sheep ass blind followers  the board says they dont want to cut in line  lol BS  they know they are not taking that shit  period,0
1142911606617231360t,  Parents must speak up Thank you Katie You know your son He is physically perfect He was born with a perfect brain too  Seizures followe vaccination Vaccine safety has not been proven Cases like yours demand further investigation,1
1436092058855514112t,By the way a little birdie told me the Pfizer vaccine to not technically FDA approved  Too much to tweet but some shenanigans went on behind the scenes,1
1333112871354589190t,  OOOOOOH they spent billions in grants on their PR basically the epidemiolgy community It kind of worked too sad as it is to say Many are gagging for this vaccine right now,0
