ID,tweet,mandatory
1336375265426092034t,46 The Case Against Covid19 Vaccines Govts WW Make vaccine mandatory virus with 01 mortality rate Suspicious China had to know election fraud would be foundhides the real plan Might China act to corrupt the vaccine then pin it on Trump Violates Nuremberg Code,1
1369108334993940481t,  Im pregnant so Im both under increased risk of COVID and in a situation where the vaccine probably wont have side effects but hasnt been tested for pregnancy Like every other medication under the sun,0
1330630908894961665t,   The real question is will they try and force you to take it,1
1336856798645587968t,I just had two thoughts 1 I was hoping that  would be monitoring and reporting true adverse reactions from Pfizer COVID19 vaccine 1 is the stealing of all her electronic and tech devices by state police correlated to the release of the vaccine What say you,0
1288888421902032897t,FWIW typically efficacy has to be established at a minimum of 85 Nice to see the FDA looking to force through a vaccine to claim success before the election AreYouBetterOff,1
1340512069989232641t,  Well according to said article its already mutated so you cant say its not like the flu cause viruses mutate all the time when theyre met with resistance or antibodies Whos to say there isnt a new covid disease next year with a new vaccine    ,0
1334681108416319490t,  If he mandated a vaccine for this manmade virus dubbed Covid19 he would loose my supportI dont think he will do that since thats unAmerican   I look for this to happen on his watch a vaccine for this virus will be optional  it will not have fetal cells,1
1338844574387589120t,  Forget the shade sir will you be taking the Vaccine from Pfizer Trump is proudly claiming that to his credit but how do you trust a Vaccine blessed by those like Bill Gates,0
1376516269403426818t,  I have a question  Ill post this several times do I apologize for the repetitiveness of this tweet  Has anyone know anyone or themselves that has gotten the CovidVaccine vaccine and experienced a massive heartbeat drop down into the forties Lead to a EM visit or stroke,0
1364605761515569153t, Not sure about the 989 effectiveness at preventing death as thats exactly the same mortality as someone who isnt vaccinated at all 1 Surely they dont mean that Are the ages compounded in some way,0
1327629955510005762t,Pfizer vaccine results are promising but lack of data very concerning experts say  via   many trying to survive by miserable lockins and will vaccine kill us instead NOTED Ireland saying vulnerables are to have it  its not tested properly,0
1339519852629921793t, Pharma  their shills incl Mengele Matt  SAGE are running our country  Health Service Shame its not widely circulated that 2 have died in the US after taking the Pfizer vax plus a host of issues reported  ,0
1365848963568570369t, Your body your choice very true What do we do when you have to have said vaccine passports for a job interview Drivers License marriage license or even to enter certain establishments or public venues The ramifications of such is what concerns me the most,1
1374408780193013766t,  Goverment policy is force people to have the vaccine but we are all going to die in julywhitty no questions asked by media or parliament to two totally contradictory ideas,1
1426739516472135683t, I am concerned that males aged 1630 might be forced to vaccinate against COVID and be encouraged to use Pfizer This vaccine causes myocarditis in 1 in 30006000 of this cohort If occurs on the second dose What happens when we need boosters  dose 3 4 5,0
1279062695484854273t, What is the difference between Coronil  Covaxin Both announced before trials or even animal data   Result before studies begin Have we heard this story before  ,0
1357753264209612805t, you are entitled to mention it it is best the side effects some people suffer are known I have known my arm to swell up and hurt for days after the flu vaccine all I got from Oxford was a slight headache which could of been self inflicted you will be better soon,0
1416399083745513472t,Eric Clapton Ben Stein and countless others sound the alarm on the severe and deadly side effects of the Russian Roulette Covid vaccine ,0
1369327076482813952t,The are safe and effective only when administered as per approval with healthcanada  Not with Bonnie Henrys forced medical experimentation without informed consent She wont tell us about covid infected semen as a covid risk what isnt she telling us about the experiment,1
1251916545883869186t,  Theyll never fess up to exagerrating influenza deaths because 1 theyd lose what little credibility they still have and 2 they want the flu gravy train to continue when we get back to normal with 3 likely with a mandatory coronainfluenza vaccine annually with thimerosol,1
1365342480531681282t,  Forcing people to get vaccinated only so that they can  may fly I find a violation of the integrity of people Vaccination should take place on a voluntary basis and not serve as a privilege to be allowed to flyLoveIsNotTourism ,1
1374863541325471745t,Every rule of law framed by these guys are unscrupulous Why every seven days one should do pcr testCan anyone from the authorities give guarantee that after vaccinethere will be no problem What happened to PM of pak after getting the vaccine,0
1257302910372806658t, its impossible to know what long term affects a covid vaccine may have on us I dont want to think what happens if it becomes mandatory,1
1255142702288498689t,  Yes she is but if this virus got out of control would we be treated like this Our PM keeps mentioning things will not get back to normal till a vaccine is found Will they then make us take it is the question ,1
1368575819061268481t,Time to flip the switch on COVID19 vaccine messaging Jim Sollisch I couldnt agree more  are you listening We arent all getting vaccinated so we can stay locked in our homes ,0
1341000980138250241t,  Bro the Moderna vaccine could have taken years to make If it was being shipped on Dec 21 2024 then that is when well get mutation news lol nobody is falling for this crap Live your life people,0
1310069301739532288t,  Hold on So youre saying that Pfizer is not a blood sucking corporate thats trying to push their untested vaccine into our arms,0
1367842070560399361t,So there is 200k up for grabs to anyone who can isolate and create a pure sample of SARS covid 2 as yet not claimed how can there be a pandemic if the virus doesnt exist and how can a vaccine be created to protect against it,0
1376389040677720065t,Call the Vaccine Passports what they are Theyre Control Passports They let the government know what an obedient pet you are Its a COVID vaccine mandate by another name and a tool of segregation Its born from the lefts hellbent desire to destroy freedom and the individual,1
1329189110272036864t,  Where is the data that there are no long term effects I have multiple autoimmune diseases and meet 3 of the exclusion criteria for the COVID vaccine trials How do you know the longterm effects on people with my medical conditions Provide data,0
1375602795953451010t,Our governor and her health officials do not follow science Once they are vaccinated they are safe Lead by example take the masks off when youve been vaccinated Follow the actual science,1
1354846905021337604t, If you go with the Pfizer vaccine how will we deal will the epidemic of people convulsing on the floor,0
